Item,Purpose ,Price,Source
eSUN Gold PLA Filament,Material for the Mount,17.99,https://www.amazon.com/eSUN-Filament-Printing-Dimensional-Accuracy/dp/B0F9WTGTJF/ref=sr_1_3?crid=2UYIHQXOTY4WC&dib=eyJ2IjoiMSJ9.428FXb137ZFw_e0k7POgh2samAYwzg7itX9nfjHlbwTJfELq11uu2uZBecLaGuqgWmBUrjB3tPyJP9BFrr3BWuAAivXOT5xvbvCB4v6f9RkXOy9QzvAY69nVPAE3nxp35mrmyhA3G7tT-jkCzKfZlxhucEzUO7zdSN5zUi5AESaV7CNwGK3uf-zaEiPZGI0Hhq6V0LQPUbZ7BnwW90dzY01x44e2PKasJTiYxMhfatI.Q9NEyw0VticmLuN339YC7Ag4pVIIB__pwhz1GxUPbpw&dib_tag=se&keywords=esun+pla+very+peri&qid=1776983312&sprefix=esun+pla+very+per%2Caps%2C94&sr=8-3
0.5x0.5x0.5x Tungsten Cube,Center Piece,49.99,https://shop.tungsten.com/tungsten-cube/?srsltid=AfmBOoq6TGqgAG06wIZBeBSgNbaJqn4LsH738ZlqGm8VwKG7ZkvHtFVq
